feature,importance
Frequency,0.8876471001816832
Total_Purchase,0.0882415108502767
Avg_Purchase,0.013178991563437315
Product_Diversity,0.004867449069214804
Std_Purchase,0.00430006931770284
Category_Diversity,0.0007329899887674761
Age_Encoded,0.0003729951619775095
Stay_Years_Encoded,0.000324892373950519
Marital_Status_Encoded,0.00012272187287872506
Gender_Encoded,0.00011912571415923873
City_Category_Encoded,9.215390595156779e-05
